DLL Identifier,Authorized Name,Short Name,Author Name English,Author Name Latin,Author Name Native Language,BNE URL,BNF URL,DNB URL,ICCU URL,ISNI URL,Other Alternative Name Form(s),Perseus Name,Wikidata URL
A4626,"Gallus, Gaius Cornelius",,,"Gaius Cornelius Gallus, Gallus",Gaius Cornelius Gallus,,Gallus Caius Cornelius 0069-0026 av. J.C.,"Gallus, Gaius Cornelius v69-v26","Gallus , Cornelius","Gallus, Gaius Cornelius v69-v26",,"Gallus, Gaius Cornelius, 69?-26 B.C",
A4632,"Hadrian, Emperor of Rome",,Hadrian,Publius Aelius Hadrianus Augustus,Publius Aelius Hadrianus,,Hadrien empereur romain 0076-0138,"Hadrian Römisches Reich, Kaiser 76-138",,"Adriano 76-138 imperatore romano,",Hadrianus,"Hadrian, Emperor of Rome, 76-138.",
A4622,"Hirtius, Aulus",,Pseudo-Caesar,Aulus Hirtius,Aulus Hirtius,"Hircio, Aulo",Hirtius Aulus 0090-0043 av. J.-C.,"Hirtius, Aulus -v43",,Gaius Iulius Caesar,,"Hirtius, Aulus.",
A4629,Baebius Italicus,,,,,,,,,Baebius Italicus,,,
A4627,Laevius,,,Laevius,Melissus Laevius,,,Laevius ca. um 100 v.Chr.,,Levi,,Laevius,
A4639,"Macer, C. Licinius (Caius Licinius)",,,Gaius Licinius Macer,Gaius Licinius Macer,,,"Macer, Gaius Licinius -v66",,,,"Macer, C. Licinius (Caius Licinius)",
A4633,"Maecenas, Gaius Cilnius",,,Gaius Cilnius Maecenas,Gaius Cilnius Maecenas,,Mécène 0069?-0008? av. J.-C.,"Maecenas, Gaius Cilnius v70-v8",,Mécène 0069?-0008? av. J.-C.,,"Maecenas, Gaius Cilnius, ca. 70 B.C.-8 B.C.",
A4630,"Marullus, active 160",,,Marullus,,,,,,,,Marullus fl. 160,
A4634,"Matius, Cn.",,,Gnaeus Matius,Gnaeus Matius,,,,,Gneo Mazio,,"Matius, Cn.",
A4642,"Peter, of Blois, approximately 1135-approximately 1212",,Peter of Blois,Petrus Blesensis,Pierre de Blois,,,,,,,,
A4669,Anonymus Neveleti,,Anonymus Neveleti,Gualterus Anglicus,"Walter of the Mill, Archbishop of Palermo",,,,,Walter d'Angleterre 11..-1177?,,,
A4676,"Leo, the Deacon",,Leo the Deacon,Leo Diaconus,,,,,,,,,
A4655,"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Seneca the Younger,Seneca the Younger,Lucius Annaeus Seneca,Lucius Annaeus Seneca,,Sénèque 0004 av. J.-C.-0065,"Seneca, Lucius Annaeus Philosophus v4-65","Seneca , Lucius Annaeus","Seneca, Lucius Annaeus ca. 4 B.C.-65 A.D",Lucius Annaeus Seneca iunior,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.",
A4643,"Valerius, Aedituus",,,Valerius Aedituus,,,,,,Valerius Aedituus active approximately 100 B.C.,,,
A4673,"Afranius, Lucius",,,Lucius Afranius,,,Afranius Lucius 0150 av. J.C.?-0090 av. J.C.?,,,"Afranius, Lucius",,"Afranius, Lucius",
A4651,Aprissius,,,Aprissius,,,,,,,,Aprissius,
A4661,Aquilius,,,Aquilius,,,,,,,,"Aquilius, fl. 174-154 B.C",
A4641,"Arruntius, L. (Lucius)",,,Lucius Arruntius,,,,,,,,"Arruntius, L. (Lucius), fl. 43-17 B.C.",
A4670,"Asconius Pedianus, Quintus",,,Quintus Asconius Pedianus,,,Asconius Pedianus Quintus 0009 av. J.-C.?-0076?,"Asconius Pedianus, Quintus v9-76",,"Asconius Pedianus, Quintus 9 f.Kr.-76 e.Kr",,"Asconius Pedianus, Quintus, 9 B. C.-76 A.D.",
A4658,Atilius,,,Marcus Atilius,,,,,,,,Atilius,
A4674,"Bibaculus, M. Furius (Marcus Furius)",,,Marcus Furius Bibaculus,,,,"Bibaculus, Marcus Furius v1. Jh.",,"Bibaculus, M. Furius b. 103 B.C",,"Bibaculus, M. Furius, (Marcus Furius), b. 103 B.C.",
A4644,"Caesar, Julius",Caesar,Julius Caesar,Gaius Iulius Caesar,,"César, Cayo Julio",César Jules 0100-0044 av. J.-C.,"Caesar, Gaius Iulius v100-v44",,,,"Caesar, Julius",
A4671,"Caesar Strabo, C. Julius",Strabo,,Gaius Iulius Caesar Strabo,Gaius Iulius Caesar Strabo Vopiscus,,,"Caesar Strabo, Gaius Iulius -v87",,"Caesar Strabo, C. Julius ca. 130-87 B.C",,"Caesar Strabo, C. Julius, ca. 130-87 B.C.",
A4652,Calpurnius Flaccus,,,Calpurnius Flaccus,,Calpurnio Flaco,Calpurnius Flaccus 00..-01..,Calpurnius Flaccus ca. 2. Jh.,,"Calpurnius, Flaccus",,Calpurnius Flaccus,
A4662,"Piso Frugi, Lucius Calpurnius",,,Lucius Calpurnius Piso Frugi,Lucius Calpurnius Piso Frugi,,,,,Lucius Calpurnius Piso Frugi,,"Piso Frugi, Lucius Calpurnius, b. ca. 182 B.C.",
A4675,"Coelius Antipater, Lucius",,,Lucius Coelius Antipater,Lucius Coelius Antipater,,,"Coelius Antipater, Lucius v180-v120",,Lucius Coelius Antipater,,"Coelius Antipater, Lucius",
A4653,"Cornificius, Q. (Quintus)",,,Quintus Cornificius,Quintus Cornificius,,,,,"Cornificius, Quintus ca. gest. v41",,"Cornificius, Q. (Quintus), d. ca. 42/41 B.C",
A4649,Licinius Imbrex,,,Licinius Imbrex,,,,,,,,Licinius Imbrex,
A4638,"Coriolanus, Cnaeus Marcius",,,,Gnaeus Marcius Coriolanus,,,,,,,,
A4696,"Achardus, of Arroasia",,,Achardus‏ ‎Arroasiensis,Achardus de Arroasia,,,Achardus de Arroasia ca. 12. Jh.,,,,,
A4694,"John, of Garland, approximately 1195-approximately 1272",,John of Garland,Ioannes de Garlandia,John of Garland,,,,,,,,
A4685,"Maydeston, Clement, 1390-approximately 1456",,Clement Maidstone,Clemens Maydestone,Clement Maidstone,,,,,,,"Maydeston, Clement, 1390-1456",
A4663,"Oresme, Nicole, approximately 1320-1382",,Nicholas Oresme,Nicolaus Oresmius,Nicole Oresme,,,,,,,,
A4672,"Petrus, de Ebulo, active 1196",,Peter of Eboli,Petrus de Ebulo,Pietro da Eboli,,,,,,,,
A4681,"Raoul, de Caen, 1080-1120",,Ralph of Caen,Radulfus Cadomensis,Raoul de Caen,,,,,,,,
A4660,"Richer, of Saint-Rémy, active 10th century",,Richer of Reims,Richerus Remensis,Richer de Reims,,,,,,,"Richer, of Saint-Rémy, active 10th century",
A4679,"Thegan, Chorepiscopus of Trier, approximately 800-",,Thegan of Trier,Theganus Treverensis,Degan of Treves,,,,,,,"Thegan, Chorepiscopus of Trier, approximately 800",
A4689,"William, of Tyre, Archbishop of Tyre, approximately 1130-approximately 1190",,William of Tyre,Guilelmus Tyrius,,,,,,,,"William of Tyre, Archbishop of Tyre ca. 1130-ca. 1190",
A4666,"Boethius, of Dacia, active 13th century",,Boethius of Dacia,Boethius Dacus,,,,,,,,,
A4664,"Accius, Lucius",,,Lucius Accius,,"Accio, Lucio",Accius Lucius 0170-0086? av. J.-C.,"Accius, Lucius ca. v170 - v85","Accius , Lucius","Accius, L. 170-ca.85 v.Chr",,"Accius, Lucius",
A4677,"Asellio, Sempronius",,,Sempronius Asellio,Gaius Sempronius Asellio,,,"Asellio, Sempronius v2./1. Jh.",,,,"Asellio, Sempronius, fl. 150-91 B.C.",
A4687,Ateius Praetextatus L. (Lucius),,,Lucius Ateius Praetextatus,,,,,,,,"Ateius Praetextatus, L.(Lucius), 86-29 B.C.",
A4667,"Atta, Titus Quinctius",,,Titus Quinctius Atta,,,Atta Titus Quinctius 01..-0077 av. J.C.,,"Atta , Titus Quinctius","Atta, Titus Quinctius",,"Atta, Titus Quinctius, d. 77 B.C.",
A4683,"Brutus, M. Junius (Marcus Junius), active 146 B.C.-136 B.C.",,Marcus Junius Brutus,Marcus Iunius Brutus [iur.],,,,,,,,"Brutus, Marcus Junius, 85?-42 B.C.",
A4665,Caecilius Statius,,,Caecilius Statius,,,Caecilius Statius 0223-0168 av. J.-C.,Caecilius Statius ca. v220/225 - v168,Caecilius Statius,Caecilius Statius 0223-0168 av. J.-C.,,,
A4678,"Cato, Marcus Porcius",,Cato the Elder,"Marcus Porcius Cato, Cato",Marcus Porcius Cato,,Caton l'Ancien 0234-0149 av. J.-C.,"Cato, Marcus Porcius Censorius v234-v149",,"Cato, Marcus Porcius 234 B.C.-149 B.C",,"Cato, Marcus Porcius, 234-149 B.C.",
A4688,Pseudo-Cicero,,,,,Pseudo Cicerón,,,,,,Pseudo-Cicero,
A4668,"Cicero, Quintus Tullius",,,Quintus Tullius Cicero,,,Cicéron Quintus Tullius 0102?-0043 av. J.-C.,"Cicero, Quintus Tullius v102-v43","Cicero , Quintus Tullius","Cicero, Quintus Tullius 102-43 a.C.",,"Cicero, Quintus Tullius",
A4707,"Melancthon, Philipp",,Philip Melanchthon,Philippus Melanchthon,Philipp Schwartzerdt,"Melanchton, Philippus 1497-1560",Melanchthon Philippus 1497-1560,"Melanchthon, Philipp 1497-1560","Melanchton , Philipp","Melanchthon, Philippus 1497-1560",,,
A4712,"Vega, Garcilaso de la",,,,Garcilaso de la Vega,Garcilaso de la Vega 1501-1536,Garcilaso de La Vega 1501?-1536,"Vega, Garcilaso de la 1503-1536",Garcilaso : de la Vega,Garcilaso de la Vega 1503-1536,,,
A4706,"May, Thomas",,Thomas May,Thomas Maius,Thomas May,,May Thomas 1595-1650,"May, Thomas 1595-1650",,"May, Thomas",,"May, Thomas, 1595-1650",
A4705,"Owen, John",,John Owen,Ioannes Audoenus,John Owen,,,"Owen, John 1560-1622",,"Owen, John fl. 1560-1622",,,
A4709,"Kepler, Johannes",,Johannes Kepler,Ioannes Keplerus,,"Kepler, Johannes",Kepler Johannes 1571-1630,"Kepler, Johannes 1571-1630","Kepler , Johannes",كبلر، جوهانز، 1571-1630,,,
A4713,"Newton, Isaac",,Isaac Newton,Isaacus Neutonus,Isaac Newton,"Newton, Isaac 1642-1727",Newton Isaac 1642-1727,"Newton, Isaac 1643-1727","Newton , Isaac","Newton, I.",,"Newton, Isaac",
A4717,"Janus, Secundus",,,Ianus Secundus,Jan Everaerts,Janus Secundus 1511-1536,Second Jean 1511-1536,"Everaerts, Joannes Nicolai of Jan 1511-1536",,"Everaerts, Joannes Nicolai of Jan 1511-1536",,Janus Secundus 1511-1536,
A4704,"Boym, Michał",,Michał Boym,Michael Boym,Michał Piotr Boym,,Boym Michal 1612-1659,"Boym, Michał Piotr 1612-1659",,"Boym, Michel 1612-1659",,"Boym, Michael, 1612-1659",
A4708,"Spinoza, Benedictus de",,Baruch Spinoza,Benedictus de Spinoza,Baruch Spinoza,"Spinoza, Benedictus de",Spinoza Baruch 1632-1677,"Spinoza, Benedictus de 1632-1677","Spinoza , Benedictus : de","Spinoza, Baruch de",,"Spinoza, Benedict de, 1632-1677",
A4691,"Navagero, Andrea",,Andrea Navagero,Andreas Naugerius,Andrea Navagero,"Navagero, Andrea 1483-1529",Navagero Andrea 1483-1529,"Navagero, Andrea 1483-1529","Navagero , Andrea","Navagero, Andrea",,"Navagero, Andreas, 1483-1529",
A4697,"Holberg, Ludvig",,Ludvig Holberg,Ludovicus Holbergius,Ludvig Holberg,"Holberg, Ludvig 1684-1754",Holberg Ludvig 1684-1754,"Holberg, Ludvig 1684-1754","Holberg , Ludvig","Holberg, Ludvig 1684-1754",,"Holberg, Ludvig, 1684-1756",
A4695,"Bourbon, Nicolas, 1503-1550",,Nicholas Bourbon,Nicolaus Borbonius,"Nicolas Bourbon, the elder",,Bourbon Nicolas 1503?-1550?,"Bourbon, Nicolas der Ältere 1503-1550",,"Bourbon, Nicolas",,,
A4693,"Fava, Guido, approximately 1190-approximately 1245",,Guido Fava,Guido Faba,,,Guido Faba 1190?-1250?,Guido Faba 1190-1248,,Guido ca. 13. Jh Faba,,,
A4699,"Falcando, Ugo, -approximately 1200",,Hugo Falcandus,Hugo Falcandus,,,,,,,,,
A4692,"Godfrey, of Winchester, approximately 1050-1107",,Godfrey of Winchester,"Godefredus, prior Wintoniensis",Godefrid of Winchester,,,,,,,"Godfrey, of Winchester, approximately 1050-1107",
A4690,"Constantine, of St. Symphorian",,"Constantine, Abbot of St. Symphorian",Constantinus Sancti Symphoriani,,,,Constantinus Sancti Symphoriani -1024,,,,,
A4686,"Radolf, of Liège",,Radolf of Liège,Radulfus Leodiensis,,,Radulphus Leodiensis 09..-10.. écolâtre,Radulfus Leodiensis -1048,,,,,
A4682,"Claudius Caecus, App. (Appius)",,,Appius Claudius Caecus,,,,,,,,"Claudius Caecus, App. (Appius)",
A4680,Caesius Bassus,,,Gaius Caesius Bassus,,Cesio Basso,Caesius Bassus,Caesius Bassus -79,,Caesius Bassus,,"Caesius Bassus, 1st cent",
A4701,"Calvus, C. Licinius Macer",,,Gaius Licinius Macer Calvus,Gaius Licinius Macer Calvus,,Calvus Caius Licinius Macer 0082-0047 av. J.-C.,"Calvus, Gaius Licinius Macer v82-v47",,"Calvo, Licinio Cayo",,"Calvus, C. Licinius Macer",
A4684,"Cornelia, mother of the Gracchi",,,"Cornelia, mater Gracchorum",Cornelia Africana,,,Cornelia Mater Gracchorum v124,,,,"Cornelia, mother of the Gracchi",
A4715,"Bulteel, Gislain",,Gislain Bulteel,Gislenus Bultelius,,,,"Bultelius, Gislenus 1555-1611",,"Bultelius, Gislenus 1555-1611",,"Bulteel, Gislain, 1555-1611",
A4718,"Tünger, Augustin",,,Augustinus Tünger,,,Tünger August 1455-1486,"Tünger, Augustin 1455-1486",,Augustin Tünger,,,
A4734,"Bošković, Baro",,Bartolomej Bošković,Bartholomeus Boscovich,Baro Bošković,,,,,"Bošković, Baro",,"Boskovic, Bartolomeo, 1700-",
A4725,"More, Thomas, Saint",,Saint Thomas More,Thomas Morus,Thomas More,"Tomás Moro, Santo 1478-1535",,"More, Thomas 1478-1535","More , Thomas",Tomás Moro 1478-1535 Santo,,"More, Thomas, 1478-1535",
A4710,"Halley, Edmond",,Edmond Halley,Edmundus Halleius,Edmond Halley,"Halley, Edmond 1656-1742",Halley Edmund 1656-1742,"Halley, Edmond 1656-1742",,"Halley, Edmond",,"Halley, Edmond, 1655-1742",
A4732,"Sannazaro, Jacopo",,Jacob Sannazaro,Iacobus Sannazarius,Jacopo Sannazaro,"Sannazaro, Jacopo 1458-1530",Sannazaro Jacopo 145.-1530,"Sannazaro, Jacopo 1456-1530","Sannazzaro , Iacopo","Sannazaro, Jacopo 1458-1530",,"Sannazaro, Jacopo",
A4723,"Gwinne, Matthew",,Matthew Gwinne,Matthaeus Gwynn,Matthew Gwinne,,,"Gwinne, Matthew ca. ca. 1558-1627",,Matthew Gwinne,,"Gwinne, Matthew, ca. 1558-1627",
A4722,"Fredegarius, Scholasticus",,Fredegar,Fredegarius Scholasticus,Frédégaire,,Frédégaire,Fredegarius Scholasticus ca. 7./8. Jh.,,Frédégaire,,Fredegarius Scholasticus ca. 7./8. Jh,
A4727,"Joachim, of Fiore, approximately 1132-1202",,Joachim of Flora,Ioachim Florensis,Gioacchino da Fiore,,,,,,,,
A4698,"Gregorius, Magister",,Master Gregory,Gregorius Magister Anglicus,Master Gregory,,,,,,,,
A4735,"Henry VII, King of England, 1457-1509",,Henry VII,Henricus VII,Henry VII,,,,,,,Henry VII,
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",,John of Pian de Carpine,Ioannes de Plano Carpini,Giovanni da Pian del Carpine,,,,,,,,
A4700,"Leo, Archipresbyter, active 10th century",,Leo of Naples,Leo Neapolitanus,Leone Arciprete,,,,,,,"Leo, Archipresbyter, active 10th century",
A4737,"Protospatharius, Lupus‏",,,Lupus Protospatharius Barensis,,,,,,,,,
A4702,"Stephanus, de Varda",,,Stephanus de Varda,Stephani de Varda,,,,,,,,
A4716,"Galilei, Galileo",,Galileo Galilei,Galilaeus Galilaei,,"Galilei, Galileo",Galilei Galileo 1564-1642,"Galilei, Galileo 1564-1642","Galilei , Galileo","Galilei, Galileo",,"Galilei, Galileo",
A4703,"Balde, Jakob",,Jacob Balde,Iacobus Balde,Jakob Balde,,Balde Jakob 1604-1668,"Balde, Jakob 1604-1668",,"Balde, Jakob 1604-1668",,"Balde, Jakob",
A4711,"Bacon, Francis",,Francis Bacon,Franciscus Baconus de Verulamio,Francis Bacon,"Bacon, Francis 1561-1626",Bacon Francis 1561-1626,"Bacon, Francis 1561-1626","Bacon , Francis","Bacon, Francis",,"Bacon, Francis",
A4714,"Xylander, Wilhelm",,William Xylander,Guilielmus Xylander,Wilhem Holtzman,,Xylander Guilielmus 1532-1576,"Xylander, Wilhelm 1532-1576",,"Holzmann, Wilhelm 1532-1576",,,
A4719,"Porée, Charles",,Charles Porée,Carolus Poraeus,,"Porée, Charles 1675-1741",Porée Charles 1675-1741,"Porée, Charles 1675-1741","Porée , Charles",Charles Porée,,,
A4766,"Radegunda, Queen, consort of Clotaire I, King of the Franks",,Radegund,Radegundis Regina Francorum,,,Radegonde sainte 0520 ?-0587,"Radegunde Fränkisches Reich, Königin 518-587",,Radegonde 0520 ?-0587 sainte,,"Radegunda, Queen, consort of Clotaire I, King of the Franks, -587",
A4740,Rusticus Helpidius,,,Flavius Rusticius Helpidius Domnulus,Domnolus Cenomanensis,,,Rusticius Helpidius -533,,Rustique Elpidius,,,
A4755,"Albertano, da Brescia, active 13th century",,Albertanus of Brescia,Albertanus Brixiensis,Albertano da Brescia,,,,,,,"Albertano, da Brescia, active 13th century",
A4745,"Bebel, Heinrich",,Henry Bebel,Henricus Bebelius,Heinrich Bebel,,Bebel Heinrich 1472-1518,"Bebel, Heinrich 1472-1518",,"Bebel, Heinrich 1472-ca. 1518",,"Bebel, Heinrich, 1472-1508",
A4742,"Rimbaud, Arthur",,Arthur Rimbaud,Arthurus Rimbaud,Jean Nicolas Arthur Rimbaud,"Rimbaud, Arthur 1854-1891",Rimbaud Arthur 1854-1891,"Rimbaud, Arthur 1854-1891",,"Rimbaud, Arthur 1854-1891",,"Rimbaud, Arthur, 1854-1891",
A4748,"Forset, Edward",,Edward Forsett,Eduardus Forsett,,,,"Forset, Edward 1553-1630",,"Forset, Edward 1553-1630",,"Forsett, Edward, 1553-1630",
A4747,"Lotichius, Petrus",,Peter Lotz,Petrus Lotichius Secundus,Peter Lotz,,Lotichius Petrus 1528-1560,"Lotichius, Petrus 1528-1560",,"Lotichius, Peter 1528-1560",,,
A4750,"Vegio, Maffeo",,,Maphaeus Vegius,Maffeo Vegio,"Vegio, Maffeo 1407-1458",Vegio Maffeo 1406-1458,"Vegius, Mapheus 1406-1458",,"Vegio, Maffeo 1406 or 1407-1458",,"Vegio, Maffeo, 1407-1458",
A4749,"Pascoli, Giovanni",,John Pascoli,Ioannes Pascoli,Giovanni Pascoli,"Pascoli, Giovanni 1855-1912",Pascoli Giovanni 1855-1912,"Pascoli, Giovanni 1855-1912","Pascoli , Giovanni","Pascoli, Giovanni",,"Pascoli, Giovanni, 1852-1912",
A4731,"Landor, Walter Savage",,Walter Savage Landor,Savagius Landor,Walter Savage Landor,,Landor Walter Savage 1775-1864,"Landor, Walter Savage 1775-1864",,"Landor, Walter Savage",,"Landor, Walter Savage, 1775-1864",
A4730,"Buchanan, George",,George Buchanan,Georgius Buchananus,Seòras Bochanan,,Buchanan George 1506-1582,"Buchanan, George 1506-1582",,"Buchanan, George 1506-1582",,,
A4738,"Fabricius, Joannes, Montanus",,John Schmid,Ioannes Fabricius Montanus,Johannes Schmid,"Fabricius Montanus, Johannes",Fabricius Montanus Johannes 1527-1566,"Fabricius Montanus, Johannes 1527-1566",,"Fabricius, Joannes Montanus 1527-1566",,"Fabricius, Georg 1516-1571",
A4728,"Erchemperto, active 9th century",,Erchempert,Erchempertus,Erchemperto,,,,,,,"Erchemperto, active 9th century (Erchempertus)",
A4736,"Falcone, of Benevento",,Falco of Benevento,Falco Beneventanus,Falcone Beneventano,,,,,,,,
A4721,"Johannes, de Alta Silva",,John of Auville,Ioannes de Alta Silva,Jean de Hauteville,,,,,,,"Johannes de Alta Silva, active 1184-1212",
A4733,"Morena, Acerbo",,,Acerbus Morena,,,,Acerbus Morena -1167,,"Morena, Acerbo d. 1167",,,
A4739,"Aelred, of Rievaulx, Saint, 1110-1167",,Aelred of Rievaulx,Aelredus Rievallensis,Aethelred,,,,,,,"Aelred, of Rievaulx, Saint, 1110-1167(Aelredus Rievallensis)",
A4724,"Aeneas, of Paris",,Aeneas of Paris,Aeneas Parisiensis,Énée de Paris,,,Aeneas Parisiensis -870,,Aeneas,,,
A4729,"Arnold, von St. Emmeram",,Arnold of St. Emmeram,Arnoldus Emmeramensis,Arnold of St. Emmeram,,Arnold de Saint-Emmeran 1000?-1050?,Arnoldus Emmeramensis ca. 1000-ca. 1050,,Arnold de Saint-Emmeran 1000?-1050?,,,
A4744,"Columbus, Christopher",,Christopher Columbus,Christophorus Columbus,Christoffa Corombo,"Colón, Cristóbal",Colomb Christophe 1450?-1506,"Colombo, Cristoforo 1451-1506","Colombo , Cristoforo","Colom, Cristòfor",,,
A4754,"Victor, Publius",,,Publius Victor,,"Víctor, Publio",,Publius Victor 4./5. Jh.,,"Víctor, Publio",,,
A4757,"Rufinus, of Aquileia",,Rufinus of Aquileia,Rufinus Aquileiensis,Tirannio Rufino,Rufino de Aquileya 345-410,Rufin d'Aquilée 034.?-0410?,Rufinus Aquileiensis 345-410,"Rufinus , Tyrannius",Rufinus av Aquileia 345-410,,"Rufinus, of Aquileia, 345-410",
A4761,"Ruricius I, Bishop of Limoges",,Ruricius,Ruricius Lemovicensis‏,,,Ruricius 044.?-0507?,,,Rurice de Limoges,,"Ruricius I, Bishop of Limoges",
A4786,"Severus, Bishop of Minorca",,Severus of Minorca,Severus Minoricensis,,,Sévère de Minorque 03..-0423?,,,Severus rhetor et poeta,,"Severus, Bishop of Minorca, active 5th century",
A4790,"Sophronius, of Palestine",,,Sophronius Ierosolymitanus,,,,,,,,,
A4767,"Abbo, of Fleury, Saint",,Saint Abbo of Fleury,Abbo Floriacensis,Abbon de Fleury,,,,,,,,
A4751,"La Rue, Charles de",,Charles Delarue,Carolus Ruaeus,Charles de La Rue,,La Rue Charles de 1643-1725,"La Rue, Charles de 1643-1725",,"Delarue, Carolus 1643-1725 S.I.",,,
A4763,"Bigges, Walter",,Walter Bigges,Gualterius Bigges,,,,"Bigges, Walter",,"Bigges, Walter",,,
A4771,"Milton, John",,John Milton,Ioannes Miltonus,John Milton,"Milton, John 1608-1674",Milton John 1608-1674,"Milton, John 1608-1674","Milton , John","Мильтон, Д 1608-1674",,"Milton, John, 1608-1674",
A4746,"Fletcher, Phineas",,Phineas Fletcher,,,,Fletcher Phineas 1582-1650,"Fletcher, Phineas 1582-1650",,"Fletcher, Phineas",,"Fletcher, Phineas, 1582-1650",
A4752,"Addison, Joseph",,Joseph Addison,Iosephus Addison,,"Addison, Joseph 1672-1719",Addison Joseph 1672-1719,"Addison, Joseph 1672-1719","Addison , Joseph","Joseph Addison politician, writer and playwright",,"Addison, Joseph, 1672-1719",
A4764,"Marx, Karl",,Karl Marx,Carolus Marx,Karl Marx,"Marx, Karl 1818-1883",Marx Karl 1818-1883,"Marx, Karl 1818-1883","Marx , Karl","Marx, Karl",,"Marx, Karl, 1818-1883",
A4743,"Erasmus, Desiderius",,Erasmus of Rotterdam,Desiderius Erasmus Roterodamus,Desiderius Erasmus,"Erasmus, Desiderius 1467-1536",Érasme 1469-1536,"Erasmus, Desiderius 1469-1536","Erasmus , Desiderius","Эразм, Дезидерий ум. 1536",,Erasmus,
A4772,"Withof, Johann Hildebrand",,John Hildebrand Withof,Ioannes Hildebrandus Withofius,Johann Hildebrand Withof,,,"Withof, Johann Hildebrand 1694-1769",,"Withof, Johann Hildebrand 1694-1769",,,
A4762,"Descartes, René",,René Descartes,Renatus Cartesius,,"Descartes, René",Descartes René 1596-1650,"Descartes, René 1596-1650","Descartes , René","Descartes, René",,Descartes,
A4741,"Waardenburg, Henricus",,Henry Waardenburg,Henricus Waardenburg,,,,"Waardenburg, Henricus 1760-1812",,"Waardenburg, Henricus",,"Waardenburg, Henricus, 1760-1812",
A4776,"Pius II, Pope",,Pope Pius II,Pius II,,"Pío II, Papa",Pie II pape 1405-1464,Pius II. Papst 1405-1464,Pius,"Pius II, Pope",,,
A4756,"Luther, Martin",,Martin Luther,Martinus Lutherus,Martin Luther,"Luther, Martin 1483-1546",Luther Martin 1483-1546,"Luther, Martin 1483-1546","Luther , Martin","Luther, M. 1483-1546",,,
A4753,"Celtis, Konrad",,Conrad Celtes,Conradus Celtis,Konrad Celtes,"Celtis, Konrad 1459-1508",Celtis Konrad 1459-1508,"Celtis, Konrad 1459-1508",,"Celtes, Conradus",,"Celtis, Conradus, 1459-1508",
A4760,"Quodvultdeus, Bishop of Carthage",,,Quodvultdeus Carthaginiensis,,,Quodvultdeus 03..-0450?,Quodvultdeus Carthaginiensis -453,,Quodvultdeus,,"Quodvultdeus, Bishop of Carthage, -454?",
A4773,"Reccared I, King of the Visigoths",,Reccared,Reccaredus Visigothorum,,,,,,,,,
A4770,"Remigius, Saint, Bishop of Rheims",,,Remigius Remensis,,,Remi saint 0437?-0533?,Remigius Remensis 436-533,,Remigius 436-533 Remensis,,,
A4774,"Rusticus, Diaconus",,,Rusticus Diaconus,,,Rusticus Diaconus,Rusticus Diaconus 6. Jh.,,Rusticus Diaconus,,"Rusticus, Diaconus, active 547-566",
A4777,"Servius, active 4th century",,Maurus Servius Honoratus,Maurus Servius Honoratus,,"Servio, Mauro Honorato",Servius Maurus Honoratus 0363?-03..,,,Servius active 4th century,"Servius, Sergius","Servius, 4th cent.",
A4792,"Simplicius, Pope",,Pope Simplicius,Simplicius,Simplicius Papa,,,Simplicius Papst -483,,Pous Simplicius,,"Simplicius, Pope, ~483",
A4787,"Sylvester I, Pope",,Pope Sylvester I,Silvester I Papa,,,,,,Silvester PP m. 335 s I,,,
A4796,"Tacitus, Cornelius",,Tacitus,Cornelius Tacitus,Publius/Gaius Cornelius Tacitus,,Tacite 0055?-0120?,"Tacitus, Cornelius 55-120","Tacitus , Publius Cornelius","Tacitus, Cornelius",,"Tacitus, Cornelius",
A4784,Tarra Monachus,,,Tarra Monachus,,,,Tarra Monachus,,,,,
A4793,Terence,,Terence,Publius Terentius Afer,,,Térence 0190?-0159 av. J.-C.,"Terentius Afer, Publius v195-v159","Terentius Afer , Publius","Terentius, P. ca 195-159/158 v.Chr",,Terence,
A4781,"Theodoric, King of the Ostrogoths, 454?-526",,Theoderic the Great,Flāvius Theodericus,,,Théodoric I roi des Ostrogoths 0454?-0526,"Theoderich Ostgotenreich, König ca. 453-526",,Dietrich von Bern,,"Theodoric, King of the Ostrogoths (Ostrogothic king, ca. 454-526)",
